Filename,Name from collaborator,Sample Name,Species,Matrix,Growth-Harvest Conditions,Treatment,Project ID
BRYU005_Neg_SA0013_QE2_HILIC_155,SA0013,BRYU005_SA0013,None,CleanMedia,Clean media 13 SAAC2-wSugarMix-wSCFAC passage 0 replicate 1,SAAC2-wSugarMix-wSCFAC,BRYU005
BRYU005_Pos_SA0011_QE2_HILIC_156,SA0011,BRYU005_SA0011,None,CleanMedia,Clean media 11 SAAC2-wDisaccharides-wPolysaccharides passage 0 replicate 1,SAAC2-wDisaccharides-wPolysaccharides,BRYU005
BRYU005_Neg_SA0011_QE2_HILIC_157,SA0011,BRYU005_SA0011,None,CleanMedia,Clean media 11 SAAC2-wDisaccharides-wPolysaccharides passage 0 replicate 1,SAAC2-wDisaccharides-wPolysaccharides,BRYU005
BRYU005_Pos_SA0038_QE2_HILIC_158,SA0038,BRYU005_SA0038,None,CleanMedia,Clean media 14 SAAC2-wSugarMix-noAA passage 0 replicate 2,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Neg_SA0038_QE2_HILIC_159,SA0038,BRYU005_SA0038,None,CleanMedia,Clean media 14 SAAC2-wSugarMix-noAA passage 0 replicate 2,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Pos_SA0009_QE2_HILIC_160,SA0009,BRYU005_SA0009,None,CleanMedia,Clean media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 0 replicate 1,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Neg_SA0009_QE2_HILIC_161,SA0009,BRYU005_SA0009,None,CleanMedia,Clean media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 0 replicate 1,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Pos_SA0052_QE2_HILIC_162,SA0052,BRYU005_SA0052,None,CleanMedia,Clean media 4 MegaMedia-wSugarMix passage 0 replicate 3,MegaMedia-wSugarMix,BRYU005
BRYU005_Neg_SA0052_QE2_HILIC_163,SA0052,BRYU005_SA0052,None,CleanMedia,Clean media 4 MegaMedia-wSugarMix passage 0 replicate 3,MegaMedia-wSugarMix,BRYU005
BRYU005_Pos_SA0063_QE2_HILIC_164,SA0063,BRYU005_SA0063,None,CleanMedia,Clean media 15 SAAC2-wSugarMix-noAAA passage 0 replicate 3,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Neg_SA0063_QE2_HILIC_165,SA0063,BRYU005_SA0063,None,CleanMedia,Clean media 15 SAAC2-wSugarMix-noAAA passage 0 replicate 3,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Pos_SA0034_QE2_HILIC_166,SA0034,BRYU005_SA0034,None,CleanMedia,Clean media 10 SAAC2-wPolysaccharides passage 0 replicate 2,SAAC2-wPolysaccharides,BRYU005
BRYU005_Neg_SA0034_QE2_HILIC_167,SA0034,BRYU005_SA0034,None,CleanMedia,Clean media 10 SAAC2-wPolysaccharides passage 0 replicate 2,SAAC2-wPolysaccharides,BRYU005
BRYU005_Pos_SA0072_QE2_HILIC_168,SA0072,BRYU005_SA0072,None,CleanMedia,Clean media 24 SAAC2-noAA-wMucin-wBileAcids passage 0 replicate 3,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Neg_SA0072_QE2_HILIC_169,SA0072,BRYU005_SA0072,None,CleanMedia,Clean media 24 SAAC2-noAA-wMucin-wBileAcids passage 0 replicate 3,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Pos_SA0018_QE2_HILIC_170,SA0018,BRYU005_SA0018,None,CleanMedia,Clean media 18 SAAC2-noAA-wMucin passage 0 replicate 1,SAAC2-noAA-wMucin,BRYU005
BRYU005_Neg_SA0018_QE2_HILIC_171,SA0018,BRYU005_SA0018,None,CleanMedia,Clean media 18 SAAC2-noAA-wMucin passage 0 replicate 1,SAAC2-noAA-wMucin,BRYU005
BRYU005_Pos_SA0027_QE2_HILIC_172,SA0027,BRYU005_SA0027,None,CleanMedia,Clean media 3 YCFAC passage 0 replicate 2,YCFAC,BRYU005
BRYU005_Neg_SA0027_QE2_HILIC_173,SA0027,BRYU005_SA0027,None,CleanMedia,Clean media 3 YCFAC passage 0 replicate 2,YCFAC,BRYU005
BRYU005_Pos_SA0049_QE2_HILIC_178,SA0049,BRYU005_SA0049,None,CleanMedia,Clean media 1 BHI-wVk-wHemin passage 0 replicate 3,BHI-wVk-wHemin,BRYU005
BRYU005_Neg_SA0049_QE2_HILIC_179,SA0049,BRYU005_SA0049,None,CleanMedia,Clean media 1 BHI-wVk-wHemin passage 0 replicate 3,BHI-wVk-wHemin,BRYU005
BRYU005_Pos_SA0050_QE2_HILIC_180,SA0050,BRYU005_SA0050,None,CleanMedia,Clean media 2 BHI-wVk-wHemin-wMucin passage 0 replicate 3,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Neg_SA0050_QE2_HILIC_181,SA0050,BRYU005_SA0050,None,CleanMedia,Clean media 2 BHI-wVk-wHemin-wMucin passage 0 replicate 3,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Pos_SA0082_QE2_HILIC_182,SA0082,BRYU005_SA0082,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 10 SAAC2-wPolysaccharides passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wPolysaccharides,BRYU005
BRYU005_Neg_SA0082_QE2_HILIC_183,SA0082,BRYU005_SA0082,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 10 SAAC2-wPolysaccharides passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wPolysaccharides,BRYU005
BRYU005_Pos_SA0115_QE2_HILIC_184,SA0115,BRYU005_SA0115,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 19 SAAC2-wSugarMix-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wBileAcids,BRYU005
BRYU005_Neg_SA0115_QE2_HILIC_185,SA0115,BRYU005_SA0115,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 19 SAAC2-wSugarMix-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wBileAcids,BRYU005
BRYU005_Pos_SA0135_QE2_HILIC_186,SA0135,BRYU005_SA0135,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 15 SAAC2-wSugarMix-noAAA passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Neg_SA0135_QE2_HILIC_187,SA0135,BRYU005_SA0135,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 15 SAAC2-wSugarMix-noAAA passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Pos_SA0116_QE2_HILIC_188,SA0116,BRYU005_SA0116,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 20 SAAC2-wSugarMix-wMucin-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wMucin-wBileAcids,BRYU005
BRYU005_Neg_SA0116_QE2_HILIC_189,SA0116,BRYU005_SA0116,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 20 SAAC2-wSugarMix-wMucin-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wMucin-wBileAcids,BRYU005
BRYU005_Pos_SA0084_QE2_HILIC_190,SA0084,BRYU005_SA0084,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 12 SAAC2-wSugarMix passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix,BRYU005
BRYU005_Neg_SA0084_QE2_HILIC_191,SA0084,BRYU005_SA0084,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 12 SAAC2-wSugarMix passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix,BRYU005
BRYU005_Pos_SA0137_QE2_HILIC_192,SA0137,BRYU005_SA0137,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 17 SAAC2-noAA-wPeptone passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wPeptone,BRYU005
BRYU005_Neg_SA0137_QE2_HILIC_193,SA0137,BRYU005_SA0137,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 17 SAAC2-noAA-wPeptone passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wPeptone,BRYU005
BRYU005_Pos_SA0080_QE2_HILIC_194,SA0080,BRYU005_SA0080,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 8 SAAC2-noVitaminMix-noVk-noGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Neg_SA0080_QE2_HILIC_195,SA0080,BRYU005_SA0080,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 8 SAAC2-noVitaminMix-noVk-noGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Pos_SA0106_QE2_HILIC_196,SA0106,BRYU005_SA0106,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 10 SAAC2-wPolysaccharides passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wPolysaccharides,BRYU005
BRYU005_Neg_SA0106_QE2_HILIC_197,SA0106,BRYU005_SA0106,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 10 SAAC2-wPolysaccharides passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wPolysaccharides,BRYU005
BRYU005_Pos_SA0136_QE2_HILIC_202,SA0136,BRYU005_SA0136,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 16 SAAC2-wSugarMix-onlyAAA passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA,BRYU005
BRYU005_Neg_SA0136_QE2_HILIC_203,SA0136,BRYU005_SA0136,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 16 SAAC2-wSugarMix-onlyAAA passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA,BRYU005
BRYU005_Pos_SA0109_QE2_HILIC_204,SA0109,BRYU005_SA0109,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 13 SAAC2-wSugarMix-wSCFAC passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wSCFAC,BRYU005
BRYU005_Neg_SA0109_QE2_HILIC_205,SA0109,BRYU005_SA0109,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 13 SAAC2-wSugarMix-wSCFAC passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wSCFAC,BRYU005
BRYU005_Pos_SA0139_QE2_HILIC_206,SA0139,BRYU005_SA0139,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 19 SAAC2-wSugarMix-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wBileAcids,BRYU005
BRYU005_Neg_SA0139_QE2_HILIC_207,SA0139,BRYU005_SA0139,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 19 SAAC2-wSugarMix-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wBileAcids,BRYU005
BRYU005_Pos_SA0108_QE2_HILIC_208,SA0108,BRYU005_SA0108,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 12 SAAC2-wSugarMix passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix,BRYU005
BRYU005_Neg_SA0108_QE2_HILIC_209,SA0108,BRYU005_SA0108,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 12 SAAC2-wSugarMix passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix,BRYU005
BRYU005_Pos_SA0083_QE2_HILIC_210,SA0083,BRYU005_SA0083,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 11 SAAC2-wDisaccharides-wPolysaccharides passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wDisaccharides-wPolysaccharides,BRYU005
BRYU005_Neg_SA0083_QE2_HILIC_211,SA0083,BRYU005_SA0083,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 11 SAAC2-wDisaccharides-wPolysaccharides passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wDisaccharides-wPolysaccharides,BRYU005
BRYU005_Pos_SA0140_QE2_HILIC_212,SA0140,BRYU005_SA0140,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 20 SAAC2-wSugarMix-wMucin-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wMucin-wBileAcids,BRYU005
BRYU005_Neg_SA0140_QE2_HILIC_213,SA0140,BRYU005_SA0140,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 20 SAAC2-wSugarMix-wMucin-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wMucin-wBileAcids,BRYU005
BRYU005_Pos_SA0124_QE2_HILIC_214,SA0124,BRYU005_SA0124,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 4 MegaMedia-wSugarMix passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,MegaMedia-wSugarMix,BRYU005
BRYU005_Neg_SA0124_QE2_HILIC_215,SA0124,BRYU005_SA0124,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 4 MegaMedia-wSugarMix passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,MegaMedia-wSugarMix,BRYU005
BRYU005_Pos_SA0122_QE2_HILIC_216,SA0122,BRYU005_SA0122,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 2 BHI-wVk-wHemin-wMucin passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Neg_SA0122_QE2_HILIC_217,SA0122,BRYU005_SA0122,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 2 BHI-wVk-wHemin-wMucin passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Pos_SA0073_QE2_HILIC_218,SA0073,BRYU005_SA0073,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 1 BHI-wVk-wHemin passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin,BRYU005
BRYU005_Neg_SA0073_QE2_HILIC_219,SA0073,BRYU005_SA0073,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 1 BHI-wVk-wHemin passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin,BRYU005
BRYU005_Pos_SA0118_QE2_HILIC_220,SA0118,BRYU005_SA0118,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 22 SAAC2-wSugarMix-noAAA-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA-wBileAcids,BRYU005
BRYU005_Neg_SA0118_QE2_HILIC_221,SA0118,BRYU005_SA0118,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 22 SAAC2-wSugarMix-noAAA-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA-wBileAcids,BRYU005
BRYU005_Pos_SA0142_QE2_HILIC_226,SA0142,BRYU005_SA0142,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 22 SAAC2-wSugarMix-noAAA-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA-wBileAcids,BRYU005
BRYU005_Neg_SA0142_QE2_HILIC_227,SA0142,BRYU005_SA0142,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 22 SAAC2-wSugarMix-noAAA-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA-wBileAcids,BRYU005
BRYU005_Pos_SA0130_QE2_HILIC_228,SA0130,BRYU005_SA0130,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 10 SAAC2-wPolysaccharides passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wPolysaccharides,BRYU005
BRYU005_Neg_SA0130_QE2_HILIC_229,SA0130,BRYU005_SA0130,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 10 SAAC2-wPolysaccharides passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wPolysaccharides,BRYU005
BRYU005_Pos_SA0138_QE2_HILIC_230,SA0138,BRYU005_SA0138,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 18 SAAC2-noAA-wMucin passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin,BRYU005
BRYU005_Neg_SA0138_QE2_HILIC_231,SA0138,BRYU005_SA0138,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 18 SAAC2-noAA-wMucin passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin,BRYU005
BRYU005_Pos_SA0127_QE2_HILIC_232,SA0127,BRYU005_SA0127,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 7 SAAC2-wVitaminMix-wVk-wGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-wGlucose,BRYU005
BRYU005_Neg_SA0127_QE2_HILIC_233,SA0127,BRYU005_SA0127,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 7 SAAC2-wVitaminMix-wVk-wGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-wGlucose,BRYU005
BRYU005_Pos_SA0113_QE2_HILIC_234,SA0113,BRYU005_SA0113,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 17 SAAC2-noAA-wPeptone passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wPeptone,BRYU005
BRYU005_Neg_SA0113_QE2_HILIC_235,SA0113,BRYU005_SA0113,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 17 SAAC2-noAA-wPeptone passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wPeptone,BRYU005
BRYU005_Pos_SA0101_QE2_HILIC_236,SA0101,BRYU005_SA0101,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 5 SAAC2-wVitaminMix-noVk-noGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Neg_SA0101_QE2_HILIC_237,SA0101,BRYU005_SA0101,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 5 SAAC2-wVitaminMix-noVk-noGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Pos_SA0092_QE2_HILIC_238,SA0092,BRYU005_SA0092,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 20 SAAC2-wSugarMix-wMucin-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wMucin-wBileAcids,BRYU005
BRYU005_Neg_SA0092_QE2_HILIC_239,SA0092,BRYU005_SA0092,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 20 SAAC2-wSugarMix-wMucin-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wMucin-wBileAcids,BRYU005
BRYU005_Pos_SA0131_QE2_HILIC_240,SA0131,BRYU005_SA0131,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 11 SAAC2-wDisaccharides-wPolysaccharides passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wDisaccharides-wPolysaccharides,BRYU005
BRYU005_Neg_SA0131_QE2_HILIC_241,SA0131,BRYU005_SA0131,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 11 SAAC2-wDisaccharides-wPolysaccharides passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wDisaccharides-wPolysaccharides,BRYU005
BRYU005_Pos_SA0104_QE2_HILIC_242,SA0104,BRYU005_SA0104,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 8 SAAC2-noVitaminMix-noVk-noGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Neg_SA0104_QE2_HILIC_243,SA0104,BRYU005_SA0104,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 8 SAAC2-noVitaminMix-noVk-noGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Pos_SA0119_QE2_HILIC_244,SA0119,BRYU005_SA0119,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 23 SAAC2-wSugarMix-onlyAAA-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA-wBileAcids,BRYU005
BRYU005_Neg_SA0119_QE2_HILIC_245,SA0119,BRYU005_SA0119,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 23 SAAC2-wSugarMix-onlyAAA-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA-wBileAcids,BRYU005
BRYU005_Pos_SA0133_QE2_HILIC_250,SA0133,BRYU005_SA0133,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 13 SAAC2-wSugarMix-wSCFAC passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wSCFAC,BRYU005
BRYU005_Neg_SA0133_QE2_HILIC_251,SA0133,BRYU005_SA0133,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 13 SAAC2-wSugarMix-wSCFAC passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wSCFAC,BRYU005
BRYU005_Pos_SA0117_QE2_HILIC_252,SA0117,BRYU005_SA0117,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 21 SAAC2-wSugarMix-noAA-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA-wBileAcids,BRYU005
BRYU005_Neg_SA0117_QE2_HILIC_253,SA0117,BRYU005_SA0117,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 21 SAAC2-wSugarMix-noAA-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA-wBileAcids,BRYU005
BRYU005_Pos_SA0129_QE2_HILIC_254,SA0129,BRYU005_SA0129,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Neg_SA0129_QE2_HILIC_255,SA0129,BRYU005_SA0129,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Pos_SA0079_QE2_HILIC_256,SA0079,BRYU005_SA0079,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 7 SAAC2-wVitaminMix-wVk-wGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-wGlucose,BRYU005
